CUST_ID,OPEN_ACC_DUR,AGE,GENDER_CD,HASNT_HOME_ADDRESS_INF,HASNT_MOBILE_TEL_NUM_INF,LOCAL_CUR_SAV_SLOPE,LOCAL_CUR_MON_AVG_BAL,LOCAL_CUR_MON_AVG_BAL_PROP,LOCAL_CUR_ACCT_NUM,LOCAL_OVEONEYR_FF_MON_AVG_BAL,LOCAL_FIX_MON_AVG_BAL,LOCAL_FIX_MON_AVG_BAL_PROP,LOCAL_BELONEYR_FF_SLOPE,LOCAL_BELONEYR_FF_MON_AVG_BAL,LOCAL_OVEONEYR_FF_SLOPE,LOCAL_SAV_SLOPE,LOCAL_SAV_CUR_ALL_BAL,LOCAL_SAV_MON_AVG_BAL,SAV_SLOPE,SAV_CUR_ALL_BAL,SAV_MON_AVG_BAL,FR_SAV_CUR_ALL_BAL,ASSET_CUR_ALL_BAL,ASSET_MON_AVG_BAL,LOCAL_CUR_TRANS_TX_AMT,LOCAL_CUR_TRANS_TX_NUM,LOCAL_CUR_LASTSAV_TX_AMT,LOCAL_CUR_LASTSAV_TX_NUM,LOCAL_CUR_WITHDRAW_TX_AMT,LOCAL_CUR_WITHDRAW_TX_NUM,LOCAL_FIX_OPEN_ACC_TX_NUM,LOCAL_FIX_OPEN_ACC_TX_AMT,LOCAL_FIX_WITHDRAW_TX_NUM,LOCAL_FIX_WITHDRAW_TX_AMT,LOCAL_FIX_CLOSE_ACC_TX_NUM,LOCAL_FIX_CLOSE_ACC_TX_AMT,L6M_INDFINA_ALL_TX_NUM,L6M_INDFINA_ALL_TX_AMT,POS_CONSUME_TX_AMT,POS_CONSUME_TX_NUM,ATM_ACCT_TX_NUM,ATM_ACCT_TX_AMT,ATM_NOT_ACCT_TX_NUM,ATM_ALL_TX_NUM,COUNTER_NOT_ACCT_TX_NUM,COUNTER_ACCT_TX_AMT,COUNTER_ACCT_TX_NUM,COUNTER_ALL_TX_NUM,NAT_DEBT_OPEN_ACC_DUR,FINA_OPEN_ACC_DUR,FUND_OPEN_ACC_DUR,TELEBANK_ALL_TX_NUM,CHURN_CUST_IND
16837,44,39,2,Y,Y,-0.335611367,1480.61,0.02274082,1,63627.42,63627.42,0.97725918,0,0,0.038824518,0.025679145,67030.29,65108.03,0.025679145,67030.29,65108.03,0,67030.29,65108.03,0,0,0,0,3000,1,1,27000,0,0,1,20450,0,0,0,0,0,0,0,0,0,50450,3,3,0,0,0,0,0
16838,49,38,1,Y,Y,-0.251703369,8274.29,0.141988688,1,10000,50000,0.858011312,0.698112887,40000,-0.552238739,0.023318423,63055.06,58274.29,0.023318423,63055.06,58274.29,0,63055.06,58274.29,0,0,8000,1,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,3,3,0,0,0,0,0
16839,59,35,2,N,N,0,2.37,2.77E-05,1,85503.24,85503.24,0.999972283,0,0,0.021947493,0.021946871,85505.61,85505.61,0.021946871,85505.61,85505.61,0,85505.61,85505.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16840,62,47,2,Y,Y,0.000212925,281.85,0.004483888,3,62576.55,62576.55,0.995516112,0,0,0.008133986,0.008098189,62858.57,62858.4,0.008098189,62858.57,62858.4,0,62858.57,62858.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16841,53,47,1,Y,N,-0.021871741,38635.45,1,1,0,0,0,0,0,0,-0.021871741,38658.49,38635.45,-0.021871741,38658.49,38635.45,0,38658.49,38635.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16842,93,46,1,Y,N,-0.214544664,1698.61,0.020946677,3,68701.02,79393.49,0.979053323,-0.40069098,10692.47,0.335154325,0.13479962,76918.66,81092.1,0.13479962,76918.66,81092.1,0,76918.66,81092.1,0,0,4000.36,1,0,0,1,17000,4,27373.51,0,0,0,0,0,0,0,0,0,0,0,48374,6,6,0,0,0,0,0
16843,59,45,1,Y,Y,-0.151785714,11.4,0.000141771,1,80400,80400,0.999858229,0,0,0,-2.54E-05,80410.18,80411.4,-2.54E-05,80410.18,80411.4,0,80410.18,80411.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16844,52,42,1,Y,Y,-0.181032206,1643.48,0.016169065,1,83000,100000,0.983830935,0,17000,0,-0.00356143,100126.99,101643.48,-0.00356143,100126.99,101643.48,0,100126.99,101643.48,0,0,0,0,2000,2,0,0,0,0,0,0,0,0,0,0,2,2000,0,2,0,0,0,0,0,0,0,0,0
16845,65,41,1,Y,N,-0.733846445,5855.49,0.163308046,1,0,30000,0.836691954,1.727272727,30000,0,0.086516172,36401.92,35855.49,0.086516172,36401.92,35855.49,0,36401.92,35855.49,0,0,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,0,0,0,0
16846,83,33,2,Y,Y,0,9.17,1.85E-05,2,495000,495000,0.999981475,0,0,0.340617699,0.34060924,495009.18,495009.17,0.34060924,495009.18,495009.17,0,495009.18,495009.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16847,64,33,1,Y,Y,-0.040025665,3605.75,0.026665433,3,131616.13,131616.13,0.973334567,0,0,0.082718168,0.079039201,135607.89,135221.88,0.079039201,135607.89,135221.88,0,135607.89,135221.88,0,0,0,0,0,0,1,24000,0,0,1,23300,0,0,0,0,0,0,0,0,0,47300,2,2,0,0,0,0,0
16848,125,31,2,Y,Y,0.000310945,32.17,1,1,0,0,0,0,0,0,0.000310945,32.19,32.17,0.000310945,32.19,32.17,0,32.19,32.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16849,60,57,2,N,N,0.000328299,30.47,0.000710409,1,42860.34,42860.34,0.999289591,0,0,0.000482964,0.000482854,42890.83,42890.81,0.000482854,42890.83,42890.81,0,42890.83,42890.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16850,53,46,2,N,N,0,0.29,5.14E-06,1,56400,56400,0.999994858,0,0,-0.190161903,-0.190161111,56400.29,56400.29,-0.190161111,56400.29,56400.29,0,56400.29,56400.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16851,45,38,2,Y,Y,0.000175623,56.95,1,1,0,0,0,0,0,0,0.000175623,56.98,56.95,0.000175623,56.98,56.95,0,56.98,56.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16852,100,34,2,Y,N,0.120033024,52067.02,0.714036495,1,10403.19,20852.25,0.285963505,0,10449.06,0,0.08286366,75396.88,72919.27,0.08286366,75396.88,72919.27,0,75396.88,72919.27,0,0,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,1,1,0,0,0,0,0
16853,43,31,2,Y,Y,-0.49223684,299.89,1,1,0,0,0,0,0,0,-0.49223684,202.99,299.89,-0.49223684,202.99,299.89,0,202.99,299.89,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,1,0,0,0,0,0
16854,49,46,2,N,N,-0.675605964,183.62,0.006083432,1,30000,30000,0.993916568,0,0,0,-0.012511271,30164.54,30183.62,-0.012511271,30164.54,30183.62,0,30164.54,30183.62,0,0,0,0,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1,1,0,0,0,0,0
16855,50,46,1,N,N,-0.310204808,2362.99,1,3,0,0,0,0,0,0,-0.310204808,680.96,2362.99,-0.310204808,680.96,2362.99,0,680.96,2362.99,0,0,0,0,3300,3,0,0,0,0,0,0,0,0,0,0,2,300,1,3,0,3000,1,1,0,0,0,0,0
16856,73,45,2,Y,Y,-0.874863115,1783.79,0.03444688,1,50000,50000,0.96555312,0,0,0,-0.194085694,51794.2,51783.79,-0.194085694,51794.2,51783.79,0,51794.2,51783.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16857,72,41,1,Y,Y,0.000223649,313.06,1,1,0,0,0,0,0,0,0.000223649,313.24,313.06,0.000223649,313.24,313.06,0,313.24,313.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16858,71,35,1,N,N,1.869444601,225041.53,1,2,0,0,0,0,0,0,1.869444601,298094.23,225041.53,1.869444601,298094.23,225041.53,0,298094.23,225041.53,300008,1,0,0,7127.69,4,0,0,0,0,0,0,0,0,0,0,2,4000,3,5,1,303136,3,4,0,0,0,0,0
16859,71,35,1,Y,N,-0.736927716,5002.33,1,2,0,0,0,0,0,0,-0.736927716,5014.76,5002.33,-0.736927716,5014.76,5002.33,0,5014.76,5002.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16860,78,34,1,Y,N,0,12.89,0.000128883,1,100000,100000,0.999871117,0,0,0,0,100012.9,100012.89,0,100012.9,100012.89,0,100012.9,100012.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16861,77,34,2,Y,Y,0.000214614,7596.65,0.063585144,3,111875.44,111875.44,0.936414856,0,0,0.007529945,0.007061615,121025.34,119472.09,0.007061615,121025.34,119472.09,0,121025.34,119472.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16862,49,34,1,Y,Y,0.231988,27613.2,0.408399543,2,40000,40000,0.591600457,0,0,0,0.083309981,70243.58,67613.2,0.083309981,70243.58,67613.2,0,70243.58,67613.2,0,0,5000,3,400,2,0,0,0,0,0,0,0,0,549,2,2,400,0,2,0,5000,3,3,0,0,0,0,0
16863,66,43,1,Y,N,0,0,0,0,29725.69,29725.69,1,0,0,0,0,29725.69,29725.69,0,29725.69,29725.69,0,29725.69,29725.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16864,91,39,2,Y,N,0.012747447,119985.75,1,1,0,0,0,0,0,0,0.012747447,115213.43,119985.75,0.012747447,115213.43,119985.75,0,115213.43,119985.75,0,0,0,0,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,1,1,0,0,0,0,0
16865,115,37,1,Y,N,0.000209649,381.67,0.007276723,1,52069.14,52069.14,0.992723277,0,0,0,1.53E-06,52451.03,52450.81,1.53E-06,52451.03,52450.81,0,52451.03,52450.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16866,81,37,1,N,N,0.000209383,2292.93,0.024237635,2,92309.12,92309.12,0.975762365,0,0,0.002161872,0.002114458,94797.66,94602.05,0.002114458,94797.66,94602.05,0,94797.66,94602.05,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,0,0,0,0
16867,126,37,2,N,N,0.188054797,32154.81,0.205459813,3,124346.89,124346.89,0.794540187,0,0,-0.105020661,-0.057237814,148772.61,156501.7,-0.057237814,148772.61,156501.7,0,148772.61,156501.7,0,0,0,0,0,0,0,0,1,30000,0,0,0,0,0,0,0,0,0,0,0,30000,1,1,0,0,0,0,0
16868,70,37,2,Y,N,0.042384977,628039.2,0.715274671,2,250000,250000,0.284725329,0,0,0,0.029955396,780704.79,878039.2,0.029955396,780704.79,878039.2,0,780704.79,878039.2,0,0,20000,1,135900,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155900,9,9,0,0,0,0,0
16869,85,36,2,Y,N,0,3.56,1,1,0,0,0,0,0,0,0,3.56,3.56,0,3.56,3.56,0,3.56,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16870,44,35,1,N,N,-0.021156191,63519.71,1,1,0,0,0,0,0,0,-0.021156191,46741.76,63519.71,-0.021156191,46741.76,63519.71,0,46741.76,63519.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16871,55,33,1,Y,Y,-0.956908024,123.05,1,2,0,0,0,0,0,0,-0.956908024,125.44,123.05,-0.956908024,125.44,123.05,0,125.44,123.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16872,50,52,1,Y,Y,0.366916693,10037.57,0.154811015,1,54800,54800,0.845188985,0,0,0,0.043357103,64841.43,64837.57,0.043357103,64841.43,64837.57,0,64841.43,64837.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16873,51,42,1,Y,Y,-0.998016327,8.75,1,1,0,0,0,0,0,0,-0.998016327,13.56,8.75,-0.998016327,13.56,8.75,0,13.56,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16874,50,42,1,Y,N,-0.914638115,396.08,1,1,0,0,0,0,0,0,-0.914638115,400.6,396.08,-0.914638115,400.6,396.08,0,400.6,396.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16875,65,40,1,Y,N,-0.976978771,440.06,1,2,0,0,0,0,0,0,-0.976978771,135.85,440.06,-0.976978771,135.85,440.06,0,135.85,440.06,0,0,0,0,875.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,875,2,3,0,0,0,0,0
16876,65,37,2,Y,Y,0.023002742,34749.04,0.430333785,4,46000,46000,0.569666215,0,0,0,0.009770821,79809.43,80749.04,0.009770821,79809.43,80749.04,0,79809.43,80749.04,0,0,0,0,2920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2920,2,3,0,0,0,0,0
16877,41,36,1,Y,Y,-0.827851206,2025.47,0.024882285,1,79376.62,79376.62,0.975117715,0,0,0.190515308,0.037762758,82734.05,81402.09,0.037762758,82734.05,81402.09,0,82734.05,81402.09,0,0,600,1,20324.69,2,1,50000,0,0,1,30675,0,0,0,0,0,0,0,0,1,101600,5,6,0,0,0,0,0
16878,76,36,1,Y,Y,0.091963941,455768.07,1,1,0,0,0,0,0,0,0.091963941,503715.26,455768.07,0.091963941,503715.26,455768.07,0,503715.26,455768.07,42334,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,42334,16,18,0,0,0,0,0
16879,58,28,2,Y,Y,0.223796884,2651.05,1,4,0,0,0,0,0,0,0.223796884,2908.36,2651.05,0.223796884,2908.36,2651.05,0,2908.36,2651.05,2000,1,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,2,3,0,0,0,0,0
16880,70,35,1,Y,Y,0.000464684,21.53,1,1,0,0,0,0,0,0,0.000464684,21.54,21.53,0.000464684,21.54,21.53,0,21.54,21.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16881,114,47,2,N,N,-0.078738112,1276.74,0.00538826,1,235671.72,235671.72,0.99461174,0,0,0,-0.00046031,237007.72,236948.46,-0.00046031,237007.72,236948.46,0,237007.72,236948.46,0,0,0,0,172.76,1,1,112000,0,0,1,112000,0,0,0,0,0,0,0,0,2,224000,2,4,0,0,0,0,0
16882,48,28,2,Y,Y,0.096109647,33636.81,1,2,0,0,0,0,0,0,0.096109647,33621.95,33636.81,0.096109647,33621.95,33636.81,0,33621.95,33636.81,0,0,2000,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3000,2,2,0,0,0,0,0
16883,46,30,2,Y,Y,0,16.59,0.00159133,1,10408.65,10408.65,0.99840867,0,0,0,0,10425.25,10425.24,0,10425.25,10425.24,0,10425.25,10425.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16884,89,50,2,Y,N,0,0.68,7.79E-06,2,82094.03,87257.95,0.999992207,0.00189556,5163.92,0.001903756,0.001903256,87258.63,87258.63,0.001903256,87258.63,87258.63,0,87258.63,87258.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16885,68,47,2,Y,N,0.054794742,56014.59,1,3,0,0,0,0,0,0,0.054794742,57012.67,56014.59,0.054794742,57012.67,56014.59,0,57012.67,56014.59,0,0,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,1,0,0,0,0,0
16886,62,45,1,Y,Y,0,8.08,1,1,0,0,0,0,0,0,0,8.09,8.08,0,8.09,8.08,0,8.09,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16887,43,37,2,Y,N,0.045927073,2378.48,0.03143503,2,73284.88,73284.88,0.96856497,0,0,-0.011284209,-0.009581215,64929.6,75663.36,-0.009581215,64929.6,75663.36,0,64929.6,75663.36,0,0,0,0,1500,1,0,0,0,0,1,12270,0,0,0,0,0,0,0,0,0,13770,2,2,0,0,0,0,0
16888,60,34,2,N,N,-0.065961561,74500.83,1,3,0,0,0,0,0,0,-0.065961561,74337.98,74500.83,-0.065961561,74337.98,74500.83,0,74337.98,74500.83,900,1,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10900,2,2,0,0,0,0,0
16889,42,28,1,Y,Y,0.137423716,3289.6,0.060106414,2,51440,51440,0.939893586,0,0,-0.06653768,-0.056367009,54731.07,54729.6,-0.056367009,54731.07,54729.6,0,54731.07,54729.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16890,43,22,1,Y,Y,0.258268634,2549.29,1,1,0,0,0,0,0,0,0.258268634,874.75,2549.29,0.258268634,874.75,2549.29,0,874.75,2549.29,3001,3,0,0,7300,13,0,0,0,0,0,0,0,0,0,0,17,10302,3,20,0,0,0,0,0,0,0,0,0
16891,52,29,1,N,N,0,4.64,1,1,0,0,0,0,0,0,0,4.64,4.64,0,4.64,4.64,0,4.64,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16892,53,21,1,Y,Y,0.000209483,50133.91,1,1,0,0,0,0,0,0,0.000209483,50163.01,50133.91,0.000209483,50163.01,50133.91,0,50163.01,50133.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16893,58,37,2,Y,Y,0.000507872,19.7,0.000291659,1,46748.57,67524.86,0.999708341,0.003497412,20776.29,0,0.001073332,67544.57,67544.56,0.001073332,67544.57,67544.56,0,67544.57,67544.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16894,45,24,2,N,N,-0.578118351,34035.88,1,3,0,0,0,0,0,0,-0.578118351,14989.86,34035.88,-0.578118351,14989.86,34035.88,0,14989.86,34035.88,229700,7,7200,2,55000,1,0,0,0,0,0,0,0,0,0,0,12,369200,0,12,1,67200,4,5,0,0,0,0,0
16895,50,22,1,Y,Y,0.183800993,64073.43,0.71933269,3,25000,25000,0.28066731,0,0,0,0.125728134,88746.85,89073.43,0.125728134,88746.85,89073.43,0,88746.85,89073.43,0,0,1000,1,2200,3,0,0,0,0,0,0,0,0,0,0,3,2200,3,6,0,1000,1,1,0,0,0,0,0
16896,72,31,1,Y,Y,0.000221828,90.18,1,1,0,0,0,0,0,0,0.000221828,90.23,90.18,0.000221828,90.23,90.18,0,90.23,90.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16897,62,35,1,N,N,0.187400328,70689.48,1,2,0,0,0,0,0,0,0.187400328,75624.2,70689.48,0.187400328,75624.2,70689.48,0,75624.2,70689.48,0,0,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,1,1,0,0,0,0,0
16898,88,77,2,Y,Y,0.000285551,35.03,2.82E-05,2,1240000,1240000,0.999971751,0,0,0,8.06E-09,1240035.05,1240035.03,8.06E-09,1240035.05,1240035.03,0,1240035.05,1240035.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16899,72,43,1,Y,Y,-0.08776052,17983.36,0.234401342,3,0,0,0,0,0,0,-0.08776052,17995.08,17983.36,-0.08776052,17995.08,17983.36,0,78434.53,76720.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16900,78,66,1,Y,N,0.405053116,13406.23,0.036779222,3,351099.31,351099.31,0.963220778,0,0,0.007441423,0.018037194,366732.13,364505.54,0.018037194,366732.13,364505.54,0,366732.13,364505.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16901,41,70,2,N,N,0.000209666,667.87,0.005424412,1,122455.16,122455.16,0.994575588,0,0,0.019084073,0.018979769,125594.16,123123.03,0.018979769,125594.16,123123.03,0,125594.16,123123.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16902,62,39,1,Y,N,0,0,0,0,95690.9,95690.9,1,0,0,0.00146917,0.00146917,95690.9,95690.9,0.00146917,95690.9,95690.9,0,95690.9,95690.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16903,50,34,1,N,N,0.000140924,70.97,1,1,0,0,0,0,0,0,0.000140924,71.01,70.97,0.000140924,71.01,70.97,0,71.01,70.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16904,118,43,2,Y,N,0.000209351,10510.88,0.034395938,1,295074.04,295074.04,0.965604062,0,0,0,7.20E-06,305591.02,305584.92,7.20E-06,305591.02,305584.92,0,305591.02,305584.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16905,73,23,2,Y,N,-0.248185136,23216.87,0.20584985,1,20000,89568.59,0.79415015,0.224294314,69568.59,0,0.047174808,125063.01,112785.46,0.047174808,125063.01,112785.46,0,125063.01,112785.46,0,0,0,0,30000,1,1,50000,0,0,0,0,0,0,0,0,0,0,1,1,0,80000,2,2,0,0,0,0,0
16906,57,27,1,Y,Y,0,10.31,1,1,0,0,0,0,0,0,0,10.32,10.31,0,10.32,10.31,0,10.32,10.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16907,59,28,1,Y,Y,0.345320399,48251.1,0.325468749,1,0,100000,0.674531251,0,100000,0,0.091157692,151962.79,148251.1,0.091157692,151962.79,148251.1,0,151962.79,148251.1,0,0,11500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500,3,3,0,0,0,0,0
16908,93,38,2,Y,N,-0.043306745,8036.96,0.056984779,1,133000,133000,0.943015221,0,0,0,-0.0025729,142041.48,141036.96,-0.0025729,142041.48,141036.96,0,142041.48,141036.96,0,0,4000,1,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,2,2,0,0,0,0,0
16909,82,23,2,Y,N,-0.643596357,1807.33,0.029241354,3,60000,60000,0.970758646,0,0,0,-0.050155814,61126.4,61807.33,-0.050155814,61126.4,61807.33,0,61126.4,61807.33,0,0,0,0,2400,3,0,0,0,0,0,0,0,0,0,0,3,2400,1,4,0,0,0,0,0,0,0,0,0
16910,57,39,2,Y,N,0.063528448,99449.12,1,1,0,0,0,0,0,0,0.063528448,100470.43,99449.12,0.063528448,100470.43,99449.12,0,100470.43,99449.12,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1,1,0,0,0,0,0
16911,57,67,1,N,N,0.000206969,531.59,1,1,0,0,0,0,0,0,0.000206969,531.9,531.59,0.000206969,531.9,531.59,0,531.9,531.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16912,99,55,2,Y,Y,0.244426529,11252.59,0.077883434,2,0,133227.3,0.922116566,0.001556681,133227.3,0,0.017015525,145865.38,144479.89,0.017015525,145865.38,144479.89,0,145865.38,144479.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
16913,139,41,2,Y,Y,0,12.46,0.000118689,1,104968.14,104968.14,0.999881311,0,0,0.00601251,0.006011792,104980.61,104980.6,0.006011792,104980.61,104980.6,0,104980.61,104980.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16914,133,36,1,Y,Y,0.087586019,195941.27,1,5,0,0,0,0,0,0,0.087586019,202257.59,195941.27,0.087586019,202257.59,195941.27,0,202257.59,195941.27,2800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,1,1,0,0,0,0,0
16915,90,30,2,Y,Y,-0.726228356,1534.95,0.014776217,7,96436.65,96436.65,0.928348705,0,0,0.050156859,0.005482598,98148.75,97971.6,0.005482598,98148.75,97971.6,0,104190.44,103879.77,0,0,0,0,1457.51,5,0,0,0,0,0,0,0,0,0,0,2,800,0,2,0,600,2,2,0,0,0,0,0
16916,69,44,1,Y,N,-0.004887149,20093.05,1,3,0,0,0,0,0,0,-0.004887149,31185.32,20093.05,-0.004887149,31185.32,20093.05,0,31185.32,20093.05,0,0,14000,1,1500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15500,3,3,0,0,0,0,0
16917,66,33,1,Y,N,0.000122011,81.97,1,1,0,0,0,0,0,0,0.000122011,82.02,81.97,0.000122011,82.02,81.97,0,82.02,81.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16918,64,72,2,Y,Y,0,0,0,0,86702.24,86702.24,1,0,0,0.005888881,0.005888881,86702.24,86702.24,0.005888881,86702.24,86702.24,0,86702.24,86702.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16919,71,63,2,Y,N,0.000388954,25.72,1,1,0,0,0,0,0,0,0.000388954,25.73,25.72,0.000388954,25.73,25.72,0,25.73,25.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16920,40,68,2,Y,N,0,0,0,0,208365.86,208365.86,1,0,0,0.187130649,0.187130649,208365.86,208365.86,0.187130649,208365.86,208365.86,0,208365.86,208365.86,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,1,0,0,0,0,0
16921,110,63,2,Y,Y,1.313361867,3653.77,0.032991056,1,48355.04,107096.55,0.967008944,0.001094461,58741.51,0.132719051,0.075809215,107518.1,110750.32,0.075809215,107518.1,110750.32,0,107518.1,110750.32,5554.6,1,0,0,5500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11055,2,3,0,0,0,0,0
